id,year,job_role,experience_level,industry,location,skills,num_skills,salary_usd,automation_risk,demand_index,avg_skill_trend_score,experience_ord,salary_tier,risk_label,skill_count,future_proof,salary_vs_median,role_encoded,exp_encoded
574,2020,Machine Learning Engineer,Mid,Healthcare,USA,Manual Testing|Excel (Basic)|Airflow|Legacy VBA|Python,5,172585.0,0.98,104.3,5.16,2,Mid,Critical Risk,5,0,1.16,15,2
575,2024,Digital Marketer,Mid,Media,Brazil,Crystal Reports|Data Entry|Vector Databases|LLMs/GenAI|SQL|Statistics,6,157256.0,0.98,129.0,6.18,2,Mid,Critical Risk,6,0,1.057,10,2
576,2020,SQL Developer,Mid,Tech,Singapore,Kubernetes|Power BI|Airflow,3,128429.0,0.219,108.5,8.07,2,Low,Low Risk,3,1,0.864,20,2
577,2020,SQL Developer,Entry,Healthcare,UAE,Crystal Reports|MLOps|Tableau|Airflow|Power BI|SQL,6,111767.0,0.67,103.6,7.0,1,Low,High Risk,6,0,1.021,20,1
578,2023,Product Manager,Lead,Education,Singapore,A/B Testing|Cloud (AWS/GCP)|Tableau,3,270200.0,0.05,124.8,8.17,4,Elite,Low Risk,3,1,1.175,17,4
579,2019,Excel Analyst,Principal,Media,Singapore,R|SQL|A/B Testing,3,158799.0,0.482,94.7,7.3,5,Mid,Moderate Risk,3,0,0.621,11,5
580,2019,SQL Developer,Senior,Consulting,Singapore,Cold Calling|Basic SEO|Prompt Engineering|Tableau|LLMs/GenAI,5,176660.0,0.98,108.6,6.34,3,Mid,Critical Risk,5,0,0.908,20,3
581,2023,Business Analyst,Principal,Healthcare,UAE,Deep Learning|MS Access|A/B Testing|Cloud (AWS/GCP)|LLMs/GenAI|Excel (Basic),6,338057.0,0.565,145.9,6.92,5,Elite,High Risk,6,0,1.322,3,5
582,2024,SEO Specialist,Mid,Government,Singapore,Tableau|Python|LLMs/GenAI|Excel (Basic)|Crystal Reports,5,140809.0,0.98,156.0,6.38,2,Mid,Critical Risk,5,0,0.947,19,2
583,2022,Data Scientist,Senior,Education,India,Deep Learning|Cloud (AWS/GCP)|Crystal Reports,3,229174.0,0.46,120.4,6.63,3,High,Moderate Risk,3,0,1.178,8,3
584,2021,Data Scientist,Principal,Government,Netherlands,SQL|R|Machine Learning|Cold Calling,4,288505.0,0.469,110.8,6.38,5,Elite,Moderate Risk,4,0,1.128,8,5
585,2021,Financial Analyst,Mid,Healthcare,India,Cold Calling|Crystal Reports|Machine Learning|Power BI,4,116954.0,0.98,112.7,5.28,2,Low,Critical Risk,4,0,0.786,12,2
586,2024,IT Support Specialist,Senior,Healthcare,UK,dbt|Python|Manual Testing|Cold Calling,4,137030.0,0.98,102.4,5.62,3,Mid,Critical Risk,4,0,0.705,14,3
587,2022,Digital Marketer,Lead,Media,USA,Airflow|dbt|Excel (Basic)|Legacy VBA|Statistics|Tableau,6,203012.0,0.98,126.5,6.22,4,High,Critical Risk,6,0,0.883,10,4
588,2019,Accountant,Principal,Tech,Canada,Manual Testing|Data Entry|R|Basic SEO|dbt,5,170210.0,0.98,92.0,4.46,5,Mid,Critical Risk,5,0,0.665,1,5
589,2020,Business Analyst,Senior,Tech,India,Legacy VBA|Excel (Basic)|Basic SEO,3,104037.0,0.98,118.9,2.83,3,Low,Critical Risk,3,0,0.535,3,3
590,2021,Data Scientist,Entry,Finance,Singapore,LLMs/GenAI|Legacy VBA|Prompt Engineering|Manual Testing,4,127089.0,0.834,120.0,5.98,1,Low,Critical Risk,4,0,1.161,8,1
591,2024,Accountant,Principal,Media,India,MS Access|Excel (Basic)|Vector Databases|Machine Learning|Deep Learning|Prompt Engineering,6,338393.0,0.826,123.0,7.12,5,Elite,Critical Risk,6,0,1.323,1,5
592,2022,Data Scientist,Lead,Media,UK,Statistics|Spark/PySpark|Cloud (AWS/GCP)|Crystal Reports|Copy-Paste Reporting,5,273404.0,0.98,107.6,5.58,4,Elite,Critical Risk,5,0,1.189,8,4
593,2023,QA Engineer,Principal,Retail,Canada,Cloud (AWS/GCP)|Excel (Basic)|MS Access,3,208801.0,0.98,125.0,4.9,5,High,Critical Risk,3,0,0.816,18,5
594,2023,Data Scientist,Lead,Energy,Germany,Manual Testing|MLOps|Kubernetes|A/B Testing|Excel (Basic)|Copy-Paste Reporting,6,284682.0,0.98,121.7,5.38,4,Elite,Critical Risk,6,0,1.238,8,4
595,2020,Accountant,Principal,Consulting,Netherlands,Statistics|COBOL|LLMs/GenAI|Manual Testing|Airflow|Crystal Reports,6,227713.0,0.98,105.3,5.22,5,High,Critical Risk,6,0,0.89,1,5
596,2020,Data Analyst,Entry,Tech,UAE,MS Access|Copy-Paste Reporting|dbt,3,60362.0,0.98,106.2,3.9,1,Low,Critical Risk,3,0,0.551,6,1
597,2022,QA Engineer,Entry,Education,Australia,Python|Data Entry|dbt|Crystal Reports,4,94717.0,0.98,90.1,5.25,1,Low,Critical Risk,4,0,0.865,18,1
598,2025,Data Scientist,Senior,Manufacturing,Netherlands,Cold Calling|Python|Cloud (AWS/GCP)|Legacy VBA|MLOps,5,261452.0,0.98,135.8,6.24,3,Elite,Critical Risk,5,0,1.344,8,3
599,2024,Financial Analyst,Principal,Tech,India,MLOps|Basic SEO|Legacy VBA|Statistics,4,237990.0,0.98,154.2,5.35,5,High,Critical Risk,4,0,0.93,12,5
600,2025,Business Analyst,Mid,Consulting,India,Copy-Paste Reporting|R|MLOps|Tableau|Power BI|Machine Learning,6,167944.0,0.842,162.2,6.9,2,Mid,Critical Risk,6,0,1.129,3,2
601,2021,Financial Analyst,Senior,Media,Netherlands,dbt|Excel (Basic)|Legacy VBA,3,142593.0,0.98,107.1,4.67,3,Mid,Critical Risk,3,0,0.733,12,3
602,2025,DevOps Engineer,Entry,Healthcare,Germany,MLOps|SQL|Data Entry,3,119218.0,0.766,136.1,6.0,1,Low,Critical Risk,3,0,1.089,9,1
603,2020,Financial Analyst,Principal,Government,India,Copy-Paste Reporting|COBOL|Cold Calling,3,154470.0,0.98,97.2,1.4,5,Mid,Critical Risk,3,0,0.604,12,5
604,2025,Cloud Architect,Entry,Manufacturing,Singapore,Statistics|Airflow|Vector Databases,3,165762.0,0.05,139.8,8.27,1,Mid,Low Risk,3,1,1.514,4,1
605,2021,SQL Developer,Principal,Manufacturing,India,Vector Databases|COBOL|Machine Learning,3,249981.0,0.517,108.2,6.6,5,Elite,High Risk,3,0,0.977,20,5
606,2019,IT Support Specialist,Principal,Tech,UAE,dbt|MLOps|Statistics|MS Access,4,186344.0,0.725,96.4,6.78,5,High,High Risk,4,0,0.729,14,5
607,2021,Cloud Architect,Mid,Finance,Netherlands,dbt|MS Access|Machine Learning|Tableau,4,198969.0,0.3,111.1,6.95,2,High,Moderate Risk,4,0,1.338,4,2
608,2025,Content Strategist,Entry,Tech,Germany,Legacy VBA|Copy-Paste Reporting|Manual Testing,3,55153.0,0.98,161.1,1.93,1,Low,Critical Risk,3,0,0.504,5,1
609,2021,IT Support Specialist,Entry,Finance,Netherlands,Python|Excel (Basic)|Cold Calling|Prompt Engineering|Data Entry,5,76443.0,0.98,106.4,5.1,1,Low,Critical Risk,5,0,0.698,14,1
610,2021,SQL Developer,Mid,Manufacturing,Germany,Cold Calling|Tableau|Legacy VBA|Cloud (AWS/GCP)|Kubernetes,5,142504.0,0.98,97.1,5.74,2,Mid,Critical Risk,5,0,0.958,20,2
611,2021,Machine Learning Engineer,Entry,Energy,Netherlands,dbt|R|Vector Databases,3,144503.0,0.05,119.8,8.03,1,Mid,Low Risk,3,1,1.32,15,1
612,2021,Data Engineer,Senior,Energy,Canada,Deep Learning|Prompt Engineering|Manual Testing|MLOps,4,266245.0,0.112,116.6,7.55,3,Elite,Low Risk,4,1,1.369,7,3
613,2019,Data Engineer,Entry,Consulting,USA,SQL|Machine Learning|Deep Learning,3,130031.0,0.05,99.8,8.7,1,Low,Low Risk,3,1,1.187,7,1
614,2020,Operations Analyst,Principal,Energy,UAE,Prompt Engineering|MLOps|Basic SEO|dbt|Crystal Reports,5,246189.0,0.98,100.2,6.32,5,Elite,Critical Risk,5,0,0.963,16,5
615,2025,SEO Specialist,Entry,Consulting,Brazil,Deep Learning|Basic SEO|COBOL|Crystal Reports,4,77468.0,0.98,140.9,3.78,1,Low,Critical Risk,4,0,0.707,19,1
616,2022,AI Engineer,Lead,Consulting,Canada,Spark/PySpark|Copy-Paste Reporting|Manual Testing|Kubernetes,4,303117.0,0.98,129.1,5.15,4,Elite,Critical Risk,4,0,1.318,0,4
617,2022,BI Developer,Senior,Education,UAE,Python|Deep Learning|Statistics|Cloud (AWS/GCP)|Vector Databases|COBOL,6,268974.0,0.168,116.6,7.5,3,Elite,Low Risk,6,1,1.383,2,3
618,2020,AI Engineer,Senior,Energy,Brazil,A/B Testing|Cloud (AWS/GCP)|SQL|Basic SEO,4,261385.0,0.369,113.7,6.85,3,Elite,Moderate Risk,4,0,1.344,0,3
619,2019,Cloud Architect,Principal,Finance,Germany,SQL|Excel (Basic)|Power BI|Airflow|Manual Testing|Cold Calling,6,318202.0,0.98,107.0,5.32,5,Elite,Critical Risk,6,0,1.244,4,5
620,2022,Software Developer,Entry,Education,Canada,COBOL|Power BI|Excel (Basic)|MLOps|R|Crystal Reports,6,120090.0,0.98,114.4,4.97,1,Low,Critical Risk,6,0,1.097,21,1
621,2024,Supply Chain Analyst,Entry,Energy,UAE,Excel (Basic)|Manual Testing|Tableau,3,72312.0,0.98,130.2,4.63,1,Low,Critical Risk,3,0,0.66,23,1
622,2019,IT Support Specialist,Mid,Manufacturing,Singapore,Manual Testing|Cloud (AWS/GCP)|Legacy VBA,3,69757.0,0.98,91.7,4.6,2,Low,Critical Risk,3,0,0.469,14,2
623,2025,Software Developer,Senior,Consulting,USA,dbt|Basic SEO|Spark/PySpark,3,216705.0,0.744,159.8,6.73,3,High,High Risk,3,0,1.114,21,3
624,2025,HR Analyst,Entry,Healthcare,India,R|Prompt Engineering|SQL|Manual Testing|Excel (Basic)|Tableau,6,94977.0,0.947,122.7,6.2,1,Low,Critical Risk,6,0,0.867,13,1
625,2024,Cloud Architect,Senior,Energy,Germany,Crystal Reports|Vector Databases|Deep Learning|Excel (Basic)|Python|Manual Testing,6,307778.0,0.98,165.9,5.92,3,Elite,Critical Risk,6,0,1.583,4,3
626,2022,Data Engineer,Senior,Tech,Australia,Python|Crystal Reports|R,3,210314.0,0.578,129.6,5.83,3,High,High Risk,3,0,1.081,7,3
627,2021,Machine Learning Engineer,Senior,Tech,Canada,Crystal Reports|Excel (Basic)|SQL|Data Entry|MLOps|Copy-Paste Reporting,6,222950.0,0.98,116.5,4.05,3,High,Critical Risk,6,0,1.146,15,3
628,2022,QA Engineer,Principal,Retail,India,Spark/PySpark|dbt|R|SQL|Vector Databases|Power BI,6,323482.0,0.098,92.7,8.02,5,Elite,Low Risk,6,1,1.265,18,5
629,2025,Supply Chain Analyst,Mid,Healthcare,USA,Data Entry|Python|Spark/PySpark,3,128667.0,0.918,151.2,6.47,2,Low,Critical Risk,3,0,0.865,23,2
630,2022,Supply Chain Analyst,Lead,Healthcare,UK,Data Entry|COBOL|Power BI|Copy-Paste Reporting,4,145417.0,0.98,119.6,2.88,4,Mid,Critical Risk,4,0,0.632,23,4
631,2025,Operations Analyst,Principal,Government,Brazil,Tableau|A/B Testing|Power BI|R,4,231466.0,0.31,159.0,7.45,5,High,Moderate Risk,4,1,0.905,16,5
632,2022,DevOps Engineer,Mid,Healthcare,Singapore,Excel (Basic)|Statistics|Copy-Paste Reporting,3,137051.0,0.98,126.1,3.97,2,Mid,Critical Risk,3,0,0.921,9,2
633,2024,Content Strategist,Senior,Government,Netherlands,Machine Learning|Excel (Basic)|Statistics|Crystal Reports|Vector Databases,5,177862.0,0.953,118.5,6.26,3,Mid,Critical Risk,5,0,0.915,5,3
634,2022,Operations Analyst,Entry,Healthcare,Netherlands,Tableau|A/B Testing|Deep Learning|Manual Testing|Airflow,5,109381.0,0.556,118.5,7.14,1,Low,High Risk,5,0,0.999,16,1
635,2024,Supply Chain Analyst,Entry,Media,Brazil,Manual Testing|Machine Learning|MLOps|R|Cold Calling,5,116396.0,0.98,110.0,5.96,1,Low,Critical Risk,5,0,1.063,23,1
636,2022,Content Strategist,Lead,Energy,Australia,Vector Databases|COBOL|Prompt Engineering|Basic SEO|LLMs/GenAI|Machine Learning,6,276336.0,0.588,121.2,6.98,4,Elite,High Risk,6,0,1.201,5,4
637,2023,Product Manager,Senior,Energy,Germany,Data Entry|Statistics|Excel (Basic),3,177070.0,0.98,123.4,4.13,3,Mid,Critical Risk,3,0,0.91,17,3
638,2019,Supply Chain Analyst,Senior,Energy,USA,Statistics|Deep Learning|Spark/PySpark|A/B Testing|Copy-Paste Reporting,5,200956.0,0.829,102.5,6.82,3,High,Critical Risk,5,0,1.033,23,3
639,2021,Data Engineer,Principal,Manufacturing,Germany,Python|MS Access|Cloud (AWS/GCP)|Manual Testing|LLMs/GenAI,5,353874.0,0.654,118.3,6.6,5,Elite,High Risk,5,0,1.384,7,5
640,2024,Data Engineer,Lead,Education,India,COBOL|Crystal Reports|Airflow|Statistics|LLMs/GenAI,5,308155.0,0.85,147.6,5.7,4,Elite,Critical Risk,5,0,1.34,7,4
641,2025,Business Analyst,Senior,Finance,India,Basic SEO|Statistics|Cold Calling|Power BI,4,134371.0,0.98,152.9,5.05,3,Mid,Critical Risk,4,0,0.691,3,3
642,2020,Supply Chain Analyst,Lead,Healthcare,Canada,Machine Learning|Data Entry|Kubernetes|Cold Calling|Basic SEO,5,191051.0,0.98,98.6,4.82,4,High,Critical Risk,5,0,0.831,23,4
643,2020,IT Support Specialist,Lead,Consulting,Germany,MS Access|Cold Calling|R|Airflow|SQL|Legacy VBA,6,123186.0,0.98,109.6,4.75,4,Low,Critical Risk,6,0,0.536,14,4
644,2022,Statistician,Mid,Media,Singapore,Prompt Engineering|COBOL|Tableau,3,142554.0,0.408,119.9,6.03,2,Mid,Moderate Risk,3,0,0.958,22,2
645,2021,Content Strategist,Entry,Finance,Netherlands,Copy-Paste Reporting|Power BI|Manual Testing|Data Entry|Kubernetes,5,69335.0,0.98,123.9,4.24,1,Low,Critical Risk,5,0,0.633,5,1
646,2021,Machine Learning Engineer,Senior,Energy,Singapore,Cold Calling|Legacy VBA|MS Access|Airflow|COBOL|Basic SEO,6,204060.0,0.98,118.1,3.12,3,High,Critical Risk,6,0,1.049,15,3
647,2020,Content Strategist,Senior,Healthcare,Australia,Legacy VBA|Python|Basic SEO,3,114693.0,0.98,104.2,4.73,3,Low,Critical Risk,3,0,0.59,5,3
648,2022,Machine Learning Engineer,Principal,Finance,UAE,Airflow|MS Access|Prompt Engineering|Kubernetes|dbt,5,394716.0,0.233,105.3,7.28,5,Elite,Low Risk,5,1,1.543,15,5
649,2023,Data Scientist,Entry,Energy,Canada,Crystal Reports|Cloud (AWS/GCP)|Deep Learning,3,135520.0,0.449,144.1,6.63,1,Mid,Moderate Risk,3,0,1.237,8,1
650,2020,Software Developer,Principal,Healthcare,UK,Kubernetes|Prompt Engineering|Tableau|Legacy VBA,4,285828.0,0.589,111.1,6.75,5,Elite,High Risk,4,0,1.118,21,5
651,2024,IT Support Specialist,Senior,Government,Australia,LLMs/GenAI|Cold Calling|Deep Learning|Kubernetes|Machine Learning,5,220747.0,0.673,99.6,7.7,3,High,High Risk,5,0,1.135,14,3
652,2021,Business Analyst,Senior,Manufacturing,India,Deep Learning|Statistics|dbt|Manual Testing|SQL|LLMs/GenAI,6,226051.0,0.172,123.8,7.52,3,High,Low Risk,6,1,1.162,3,3
653,2019,Data Engineer,Principal,Government,Canada,Tableau|Crystal Reports|Kubernetes,3,257521.0,0.694,105.3,5.83,5,Elite,High Risk,3,0,1.007,7,5
654,2019,Data Scientist,Principal,Manufacturing,UAE,Statistics|Spark/PySpark|Data Entry,3,254916.0,0.738,101.4,5.87,5,Elite,High Risk,3,0,0.997,8,5
655,2019,Supply Chain Analyst,Lead,Manufacturing,India,SQL|Excel (Basic)|Python|A/B Testing|Crystal Reports,5,181630.0,0.919,102.8,5.98,4,Mid,Critical Risk,5,0,0.79,23,4
656,2022,Digital Marketer,Lead,Government,UK,Python|SQL|Crystal Reports|Basic SEO,4,155409.0,0.98,128.6,5.38,4,Mid,Critical Risk,4,0,0.676,10,4
657,2019,Financial Analyst,Principal,Education,Australia,SQL|Machine Learning|Data Entry|Deep Learning|Vector Databases,5,292425.0,0.574,103.0,7.34,5,Elite,High Risk,5,0,1.143,12,5
658,2021,Data Scientist,Lead,Manufacturing,Canada,R|Machine Learning|SQL|Legacy VBA,4,230236.0,0.52,108.8,6.38,4,High,High Risk,4,0,1.001,8,4
659,2024,Software Developer,Entry,Education,UAE,Data Entry|Tableau|MS Access,3,97359.0,0.98,125.1,3.77,1,Low,Critical Risk,3,0,0.889,21,1
660,2019,SQL Developer,Entry,Energy,Canada,SQL|Deep Learning|COBOL|R|Data Entry|Prompt Engineering,6,113487.0,0.98,102.0,5.85,1,Low,Critical Risk,6,0,1.036,20,1
661,2025,IT Support Specialist,Entry,Tech,Australia,MLOps|COBOL|MS Access,3,66729.0,0.98,81.4,4.13,1,Low,Critical Risk,3,0,0.609,14,1
662,2019,SQL Developer,Principal,Consulting,Netherlands,MS Access|Excel (Basic)|Airflow|Deep Learning,4,225711.0,0.98,102.6,5.78,5,High,Critical Risk,4,0,0.882,20,5
663,2020,Digital Marketer,Entry,Consulting,Brazil,Airflow|Crystal Reports|Data Entry,3,64741.0,0.98,100.1,3.87,1,Low,Critical Risk,3,0,0.591,10,1
664,2020,HR Analyst,Entry,Manufacturing,UK,Manual Testing|LLMs/GenAI|Excel (Basic)|Deep Learning|Cloud (AWS/GCP)|MS Access,6,115934.0,0.98,110.7,6.07,1,Low,Critical Risk,6,0,1.059,13,1
665,2025,Accountant,Mid,Finance,Canada,MLOps|COBOL|MS Access|Legacy VBA|SQL|Copy-Paste Reporting,6,126119.0,0.98,121.0,3.82,2,Low,Critical Risk,6,0,0.848,1,2
666,2024,Financial Analyst,Principal,Healthcare,Australia,Cold Calling|Machine Learning|Excel (Basic)|LLMs/GenAI,4,282775.0,0.98,122.4,6.2,5,Elite,Critical Risk,4,0,1.106,12,5
667,2019,Statistician,Mid,Government,India,R|LLMs/GenAI|Tableau|Airflow|Excel (Basic),5,151684.0,0.138,96.6,7.14,2,Mid,Low Risk,5,1,1.02,22,2
668,2019,HR Analyst,Principal,Government,India,Statistics|Deep Learning|Python,3,217077.0,0.05,98.5,8.57,5,High,Low Risk,3,1,0.849,13,5
669,2019,Operations Analyst,Principal,Manufacturing,Singapore,Crystal Reports|Spark/PySpark|dbt|Basic SEO|Data Entry|Kubernetes,6,220931.0,0.98,100.0,5.27,5,High,Critical Risk,6,0,0.864,16,5
670,2022,Excel Analyst,Mid,Energy,USA,Crystal Reports|Statistics|Manual Testing|Deep Learning,4,101802.0,0.98,114.5,5.28,2,Low,Critical Risk,4,0,0.684,11,2
671,2025,AI Engineer,Senior,Government,USA,dbt|Cloud (AWS/GCP)|A/B Testing|Manual Testing,4,284982.0,0.327,129.9,7.05,3,Elite,Moderate Risk,4,1,1.465,0,3
672,2025,SEO Specialist,Principal,Retail,UAE,Kubernetes|Machine Learning|dbt|Cloud (AWS/GCP),4,287170.0,0.205,158.8,8.78,5,Elite,Low Risk,4,1,1.123,19,5
673,2024,Digital Marketer,Lead,Healthcare,India,Machine Learning|Data Entry|Vector Databases,3,193977.0,0.855,127.4,6.7,4,High,Critical Risk,3,0,0.843,10,4
674,2022,Statistician,Senior,Energy,UAE,Cloud (AWS/GCP)|MS Access|Machine Learning,3,186658.0,0.447,135.1,6.9,3,High,Moderate Risk,3,0,0.96,22,3
675,2020,BI Developer,Entry,Consulting,Netherlands,Deep Learning|Airflow|MS Access,3,105203.0,0.606,91.4,6.53,1,Low,High Risk,3,0,0.961,2,1
676,2023,Cloud Architect,Lead,Retail,Australia,Cold Calling|Cloud (AWS/GCP)|MLOps|Airflow,4,341919.0,0.524,118.1,7.08,4,Elite,High Risk,4,0,1.486,4,4
677,2024,QA Engineer,Mid,Government,Canada,Statistics|Excel (Basic)|Machine Learning,3,136048.0,0.65,133.6,6.8,2,Mid,High Risk,3,0,0.915,18,2
678,2020,SQL Developer,Principal,Consulting,India,Vector Databases|Spark/PySpark|Tableau|MS Access|dbt|Data Entry,6,263579.0,0.98,103.1,6.27,5,Elite,Critical Risk,6,0,1.031,20,5
679,2021,SQL Developer,Senior,Healthcare,USA,Kubernetes|Spark/PySpark|Cloud (AWS/GCP),3,195036.0,0.223,113.0,8.6,3,High,Low Risk,3,1,1.003,20,3
680,2022,QA Engineer,Mid,Education,Canada,Manual Testing|LLMs/GenAI|COBOL|Data Entry|Excel (Basic),5,124305.0,0.98,111.3,3.76,2,Low,Critical Risk,5,0,0.836,18,2
681,2025,Excel Analyst,Entry,Government,Netherlands,Copy-Paste Reporting|dbt|Excel (Basic)|Statistics|Tableau|Kubernetes,6,95282.0,0.98,80.2,6.02,1,Low,Critical Risk,6,0,0.87,11,1
682,2022,Product Manager,Mid,Retail,Australia,Excel (Basic)|Airflow|Copy-Paste Reporting|Spark/PySpark|COBOL|Python,6,185661.0,0.98,124.1,5.32,2,High,Critical Risk,6,0,1.248,17,2
683,2019,Business Analyst,Lead,Media,USA,A/B Testing|SQL|Statistics|Crystal Reports|Cloud (AWS/GCP)|Tableau,6,215451.0,0.51,98.4,6.87,4,High,High Risk,6,0,0.937,3,4
684,2019,SEO Specialist,Entry,Government,Canada,Vector Databases|Prompt Engineering|Airflow|Data Entry,4,88525.0,0.945,95.7,7.05,1,Low,Critical Risk,4,0,0.808,19,1
685,2019,Digital Marketer,Senior,Healthcare,UAE,Tableau|Cold Calling|Spark/PySpark,3,119559.0,0.951,93.3,6.1,3,Low,Critical Risk,3,0,0.615,10,3
686,2022,BI Developer,Senior,Consulting,USA,SQL|Crystal Reports|MLOps,3,160109.0,0.741,126.3,6.1,3,Mid,High Risk,3,0,0.823,2,3
687,2021,QA Engineer,Senior,Energy,Netherlands,COBOL|Legacy VBA|Deep Learning|Manual Testing,4,157605.0,0.98,115.9,3.78,3,Mid,Critical Risk,4,0,0.81,18,3
688,2024,Business Analyst,Principal,Education,USA,SQL|Vector Databases|Tableau,3,231175.0,0.137,140.4,8.07,5,High,Low Risk,3,1,0.904,3,5
689,2021,DevOps Engineer,Mid,Media,UK,Spark/PySpark|MLOps|Airflow|R,4,190326.0,0.05,94.1,8.12,2,High,Low Risk,4,1,1.28,9,2
690,2022,Product Manager,Principal,Retail,Canada,Vector Databases|Kubernetes|A/B Testing|Legacy VBA|Power BI,5,344726.0,0.508,118.9,6.98,5,Elite,High Risk,5,0,1.348,17,5
691,2019,DevOps Engineer,Senior,Consulting,UAE,Statistics|Crystal Reports|R,3,178376.0,0.697,100.4,5.23,3,Mid,High Risk,3,0,0.917,9,3
692,2023,AI Engineer,Lead,Energy,Australia,dbt|Tableau|Deep Learning,3,337724.0,0.05,109.6,8.4,4,Elite,Low Risk,3,1,1.468,0,4
693,2020,AI Engineer,Entry,Finance,India,Cloud (AWS/GCP)|Crystal Reports|Spark/PySpark|Statistics|Copy-Paste Reporting,5,155675.0,0.98,103.3,5.58,1,Mid,Critical Risk,5,0,1.422,0,1
694,2024,Data Analyst,Senior,Government,Netherlands,Statistics|Vector Databases|Power BI|Tableau,4,178367.0,0.125,149.9,7.98,3,Mid,Low Risk,4,1,0.917,6,3
695,2019,AI Engineer,Mid,Finance,USA,Basic SEO|A/B Testing|Data Entry|MLOps,4,176280.0,0.98,97.2,5.35,2,Mid,Critical Risk,4,0,1.185,0,2
696,2021,HR Analyst,Senior,Consulting,Brazil,Tableau|Prompt Engineering|Excel (Basic)|Spark/PySpark|Basic SEO|LLMs/GenAI,6,195916.0,0.765,119.0,6.98,3,High,Critical Risk,6,0,1.007,13,3
697,2020,Digital Marketer,Senior,Manufacturing,USA,Vector Databases|Prompt Engineering|Tableau|LLMs/GenAI,4,194277.0,0.05,109.8,8.95,3,High,Low Risk,4,1,0.999,10,3
698,2020,Operations Analyst,Principal,Manufacturing,India,Basic SEO|Crystal Reports|Legacy VBA|COBOL,4,144489.0,0.98,97.8,2.0,5,Mid,Critical Risk,4,0,0.565,16,5
699,2020,Machine Learning Engineer,Entry,Education,Brazil,Tableau|Kubernetes|Vector Databases|LLMs/GenAI,4,170861.0,0.05,107.4,8.65,1,Mid,Low Risk,4,1,1.56,15,1
700,2024,Business Analyst,Senior,Education,India,Tableau|R|LLMs/GenAI|Prompt Engineering|Cloud (AWS/GCP),5,235221.0,0.05,160.1,8.44,3,High,Low Risk,5,1,1.209,3,3
701,2022,Digital Marketer,Mid,Consulting,Australia,Python|MS Access|R|A/B Testing,4,113682.0,0.718,111.6,6.45,2,Low,High Risk,4,0,0.764,10,2
702,2024,AI Engineer,Lead,Manufacturing,Brazil,COBOL|Excel (Basic)|MS Access|Tableau,4,285499.0,0.98,135.1,3.62,4,Elite,Critical Risk,4,0,1.241,0,4
703,2019,Product Manager,Lead,Tech,India,Prompt Engineering|Python|SQL,3,246596.0,0.05,98.4,8.67,4,Elite,Low Risk,3,1,1.072,17,4
704,2020,IT Support Specialist,Senior,Finance,Australia,Manual Testing|Data Entry|dbt,3,97623.0,0.98,102.0,4.27,3,Low,Critical Risk,3,0,0.502,14,3
705,2020,Statistician,Mid,Tech,UK,Legacy VBA|Copy-Paste Reporting|Deep Learning|A/B Testing|SQL|dbt,6,158567.0,0.98,110.6,6.0,2,Mid,Critical Risk,6,0,1.066,22,2
706,2023,Accountant,Principal,Tech,Australia,Spark/PySpark|Crystal Reports|Power BI|Vector Databases|SQL|Cold Calling,6,249883.0,0.98,103.5,6.15,5,Elite,Critical Risk,6,0,0.977,1,5
707,2021,DevOps Engineer,Senior,Consulting,Netherlands,dbt|MS Access|Tableau,3,178970.0,0.604,130.9,6.1,3,Mid,High Risk,3,0,0.92,9,3
708,2022,IT Support Specialist,Senior,Healthcare,Singapore,Spark/PySpark|Basic SEO|Excel (Basic)|Manual Testing|Deep Learning|Copy-Paste Reporting,6,154154.0,0.98,95.9,4.68,3,Mid,Critical Risk,6,0,0.793,14,3
709,2022,Content Strategist,Senior,Finance,Brazil,Deep Learning|Python|Power BI|Data Entry|Kubernetes|COBOL,6,194364.0,0.98,105.3,6.15,3,High,Critical Risk,6,0,0.999,5,3
710,2022,Operations Analyst,Principal,Healthcare,Canada,Basic SEO|SQL|Prompt Engineering|R,4,217454.0,0.756,124.3,6.58,5,High,Critical Risk,4,0,0.85,16,5
711,2025,AI Engineer,Principal,Manufacturing,UAE,Airflow|Python|COBOL|Basic SEO|Spark/PySpark|Kubernetes,6,458627.0,0.711,133.4,6.42,5,Elite,High Risk,6,0,1.793,0,5
712,2024,HR Analyst,Lead,Finance,Germany,LLMs/GenAI|Statistics|Crystal Reports|Data Entry|Airflow|Python,6,242724.0,0.98,113.1,6.33,4,High,Critical Risk,6,0,1.055,13,4
713,2021,Digital Marketer,Entry,Energy,Australia,Excel (Basic)|Power BI|Kubernetes|Data Entry|Legacy VBA|Statistics,6,84378.0,0.98,117.3,5.05,1,Low,Critical Risk,6,0,0.77,10,1
714,2025,Machine Learning Engineer,Senior,Media,Brazil,Copy-Paste Reporting|Kubernetes|LLMs/GenAI,3,267742.0,0.785,147.2,6.3,3,Elite,Critical Risk,3,0,1.377,15,3
715,2020,Cloud Architect,Lead,Healthcare,Australia,Machine Learning|Kubernetes|Vector Databases|Power BI,4,342447.0,0.05,107.2,8.62,4,Elite,Low Risk,4,1,1.489,4,4
